model,device,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms
falcon_h1,a100-sxm4-80gb,4096,16,40,37.0,512,8,768,False,32.471038818359375,0.0023669506093325623
falcon_h1,a100-sxm4-80gb,4096,32,40,37.0,512,8,1536,False,64.24678421020508,0.00592001736704557
falcon_h1,a100-sxm4-80gb,8192,1,40,37.0,512,16,48,False,11.04588794708252,0.023105260411906876
falcon_h1,a100-sxm4-80gb,8192,4,40,37.0,512,16,192,False,17.704959869384766,0.008499336623385506
falcon_h1,a100-sxm4-80gb,8192,16,40,37.0,512,16,768,False,64.83251190185547,0.007442490984860492
falcon_h1,a100-sxm4-80gb,8192,32,40,37.0,512,16,1536,False,128.38655853271484,0.013042602719164782
falcon_h1,a100-sxm4-80gb,512,1,54,50.0,512,1,48,True,0.7715839743614197,0.00947407385966463
falcon_h1,a100-sxm4-80gb,512,4,54,50.0,512,1,192,False,0.9881600141525269,0.0018695630164944767
falcon_h1,a100-sxm4-80gb,512,16,54,50.0,512,1,768,False,3.2005120515823364,0.0038556788036850998
falcon_h1,a100-sxm4-80gb,512,32,54,50.0,512,1,1536,False,6.167040109634399,0.0012951363862722088
falcon_h1,a100-sxm4-80gb,1024,1,54,50.0,512,2,48,True,1.4714879989624023,0.012920706338217236
falcon_h1,a100-sxm4-80gb,1024,4,54,50.0,512,2,192,False,1.817088007926941,0.0036444369657338254
falcon_h1,a100-sxm4-80gb,1024,16,54,50.0,512,2,768,False,6.247936010360718,0.004425612495730628
falcon_h1,a100-sxm4-80gb,1024,32,54,50.0,512,2,1536,False,12.264959812164307,0.004773858436871865
falcon_h1,a100-sxm4-80gb,2048,1,54,50.0,512,4,48,True,2.8564480543136597,0.012097368352811236
falcon_h1,a100-sxm4-80gb,2048,4,54,50.0,512,4,192,False,3.525631904602051,0.0033443954611631233
falcon_h1,a100-sxm4-80gb,2048,16,54,50.0,512,4,768,False,12.388864040374756,0.002374819454103079
falcon_h1,a100-sxm4-80gb,2048,32,54,50.0,512,4,1536,False,24.42751979827881,0.029061472679567057
falcon_h1,a100-sxm4-80gb,4096,1,54,50.0,512,8,48,True,5.561344146728516,0.03318073020921641
falcon_h1,a100-sxm4-80gb,4096,4,54,50.0,512,8,192,False,6.941695928573608,0.00401128310796831
falcon_h1,a100-sxm4-80gb,4096,16,54,50.0,512,8,768,False,24.66047954559326,0.005947746869482268
falcon_h1,a100-sxm4-80gb,4096,32,54,50.0,512,8,1536,False,48.69580841064453,0.00976538098215834
falcon_h1,a100-sxm4-80gb,8192,1,54,50.0,512,16,48,True,11.107840061187744,0.0258200140172516
falcon_h1,a100-sxm4-80gb,8192,4,54,50.0,512,16,192,False,13.782016277313232,0.007795508364887694
falcon_h1,a100-sxm4-80gb,8192,16,54,50.0,512,16,768,False,49.22009468078613,0.006171473740496542
falcon_h1,a100-sxm4-80gb,8192,32,54,50.0,512,16,1536,False,97.30918502807617,0.23796731787562553
falcon_h1,a100-sxm4-80gb,512,1,68,63.0,512,1,48,True,0.7680000066757202,0.007738570007589166
falcon_h1,a100-sxm4-80gb,512,4,68,63.0,512,1,192,False,0.8135679960250854,0.00608781061415102
falcon_h1,a100-sxm4-80gb,512,16,68,63.0,512,1,768,False,2.6071040630340576,0.002517569443007975
falcon_h1,a100-sxm4-80gb,512,32,68,63.0,512,1,1536,False,5.06060791015625,0.0028963127002922095
