# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,14,12.96,512,4,4,384,False,5.594111919403076,0.007593452579587792,118227520,100663296,39.129,2039.0,1.919,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,27,25.0,512,4,4,384,False,3.0310399532318115,0.009370277522842679,118227520,100663296,72.216,2039.0,3.542,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,40,37.04,512,4,4,384,False,2.3859200477600098,0.007799299915934837,118227520,100663296,91.743,2039.0,4.499,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,54,50.0,512,4,4,384,False,2.247167944908142,0.010986455273481157,118227520,100663296,97.407,2039.0,4.777,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,68,62.96,512,4,4,384,False,2.224128007888794,0.008854303471075239,118227520,100663296,98.416,2039.0,4.827,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,81,75.0,512,4,4,384,False,2.192896008491516,0.011146527036943627,118227520,100663296,99.818,2039.0,4.895,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,94,87.04,512,4,4,384,False,2.1719040870666504,0.008065841425978028,118227520,100663296,100.783,2039.0,4.943,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,8,108,100.0,512,4,4,384,False,2.1667840480804443,0.012389968293499455,118227520,100663296,101.021,2039.0,4.954,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,14,12.96,512,4,4,768,False,10.802175998687744,0.007735564229205209,236454464,201326592,40.527,2039.0,1.988,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,27,25.0,512,4,4,768,False,5.67193603515625,0.005529106865884414,236454464,201326592,77.184,2039.0,3.785,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,40,37.04,512,4,4,768,False,4.246527910232544,0.005332978513572361,236454464,201326592,103.092,2039.0,5.056,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,54,50.0,512,4,4,768,False,3.4058239459991455,0.005592078568324403,236454464,201326592,128.539,2039.0,6.304,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,68,62.96,512,4,4,768,False,2.92300808429718,0.006604568871936372,236454464,201326592,149.771,2039.0,7.345,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,81,75.0,512,4,4,768,False,2.628607988357544,0.00986981811229956,236454464,201326592,166.545,2039.0,8.168,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,94,87.04,512,4,4,768,False,2.4468480348587036,0.004345837831819087,236454464,201326592,178.916,2039.0,8.775,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,16,108,100.0,512,4,4,768,False,2.3024638891220093,0.004685039173817908,236454464,201326592,190.136,2039.0,9.325,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,14,12.96,512,4,4,1536,False,21.329407691955566,0.005630707489024903,472908352,402653184,41.05,2039.0,2.013,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,27,25.0,512,4,4,1536,False,10.997247695922852,0.008361750587090636,472908352,402653184,79.616,2039.0,3.905,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,40,37.04,512,4,4,1536,False,8.168448448181152,0.007443954287068456,472908352,402653184,107.188,2039.0,5.257,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,54,50.0,512,4,4,1536,False,6.516736030578613,0.0036699536249745904,472908352,402653184,134.356,2039.0,6.589,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,68,62.96,512,4,4,1536,False,5.548543930053711,0.0061022049000226085,472908352,402653184,157.8,2039.0,7.739,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,81,75.0,512,4,4,1536,False,4.971519947052002,0.004147012329516067,472908352,402653184,176.115,2039.0,8.637,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,94,87.04,512,4,4,1536,False,4.6786558628082275,0.008966125134266596,472908352,402653184,187.14,2039.0,9.178,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,32,108,100.0,512,4,4,1536,False,4.483583927154541,0.006458429327375243,472908352,402653184,195.282,2039.0,9.577,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,14,12.96,512,8,8,48,False,4.099584102630615,0.01924860126816286,29557888,25165824,13.349,2039.0,0.655,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,27,25.0,512,8,8,48,False,4.028416156768799,0.021194604633730182,29557888,25165824,13.584,2039.0,0.666,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,40,37.04,512,8,8,48,False,4.04531192779541,0.016073761627856887,29557888,25165824,13.528,2039.0,0.663,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,54,50.0,512,8,8,48,True,4.015615940093994,0.013576363540343033,29557888,25165824,13.628,2039.0,0.668,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,68,62.96,512,8,8,48,True,4.04531192779541,0.013344783179199337,29557888,25165824,13.528,2039.0,0.663,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,81,75.0,512,8,8,48,True,4.044287919998169,0.019850253613323546,29557888,25165824,13.531,2039.0,0.664,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,94,87.04,512,8,8,48,True,4.051455974578857,0.015109857842521814,29557888,25165824,13.507,2039.0,0.662,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,1,108,100.0,512,8,8,48,True,4.049919843673706,0.020881363186788657,29557888,25165824,13.512,2039.0,0.663,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,14,12.96,512,8,8,192,False,5.756928205490112,0.005772448615634686,118228096,100663296,38.022,2039.0,1.865,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,27,25.0,512,8,8,192,False,4.208640098571777,0.02036277678155176,118228096,100663296,52.01,2039.0,2.551,True,ok
