# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,108,100.0,512,4,4,7168,False,6.78604793548584,0.011115156235158413,987761280,939524096,284.007,2039.0,13.929,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,14,12.96,512,8,8,224,False,4.216320037841797,0.023076987030333933,61740288,58720256,28.57,2039.0,1.401,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,27,25.0,512,8,8,224,False,4.046847820281982,0.013619524344783243,61740288,58720256,29.767,2039.0,1.46,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,40,37.04,512,8,8,224,False,4.0023040771484375,0.01153283042992015,61740288,58720256,30.098,2039.0,1.476,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,54,50.0,512,8,8,224,False,3.999743938446045,0.012461728185714182,61740288,58720256,30.117,2039.0,1.477,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,68,62.96,512,8,8,224,False,3.977728009223938,0.015012822541448891,61740288,58720256,30.284,2039.0,1.485,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,81,75.0,512,8,8,224,False,3.952128052711487,0.010534414772757308,61740288,58720256,30.48,2039.0,1.495,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,94,87.04,512,8,8,224,False,3.960319995880127,0.021225624783337414,61740288,58720256,30.417,2039.0,1.492,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,1,108,100.0,512,8,8,224,False,3.9567360877990723,0.014366818265821282,61740288,58720256,30.444,2039.0,1.493,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,14,12.96,512,8,8,896,False,10.906111717224121,0.008019646246710952,246945024,234881024,44.179,2039.0,2.167,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,27,25.0,512,8,8,896,False,5.888511896133423,0.010308029632248984,246945024,234881024,81.825,2039.0,4.013,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,40,37.04,512,8,8,896,False,4.398079872131348,0.007432200065137055,246945024,234881024,109.554,2039.0,5.373,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,54,50.0,512,8,8,896,False,4.217855930328369,0.0136213486819174,246945024,234881024,114.235,2039.0,5.602,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,68,62.96,512,8,8,896,False,4.153856039047241,0.019192532505371646,246945024,234881024,115.995,2039.0,5.689,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,81,75.0,512,8,8,896,False,4.1205761432647705,0.007589542461433011,246945024,234881024,116.932,2039.0,5.735,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,94,87.04,512,8,8,896,False,4.107775926589966,0.017585767328332162,246945024,234881024,117.296,2039.0,5.753,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,4,108,100.0,512,8,8,896,False,4.070911884307861,0.01568649104462831,246945024,234881024,118.358,2039.0,5.805,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,14,12.96,512,8,8,1792,False,21.130239486694336,0.006412239013672863,493884672,469762048,45.605,2039.0,2.237,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,27,25.0,512,8,8,1792,False,10.98035192489624,0.0068945849223302595,493884672,469762048,87.761,2039.0,4.304,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,40,37.04,512,8,8,1792,False,8.024576187133789,0.004833207221990057,493884672,469762048,120.087,2039.0,5.89,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,54,50.0,512,8,8,1792,False,6.248447895050049,0.0059601916356688146,493884672,469762048,154.222,2039.0,7.564,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,68,62.96,512,8,8,1792,False,5.2259840965271,0.005261416393512768,493884672,469762048,184.395,2039.0,9.043,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,81,75.0,512,8,8,1792,False,4.578815937042236,0.007276083909467825,493884672,469762048,210.458,2039.0,10.322,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,94,87.04,512,8,8,1792,False,4.2736639976501465,0.01753438369688281,493884672,469762048,225.485,2039.0,11.059,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,8,108,100.0,512,8,8,1792,False,4.222976207733154,0.012485960716515346,493884672,469762048,228.191,2039.0,11.191,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,14,12.96,512,8,8,3584,False,41.78227233886719,0.0816396020524431,987763968,939524096,46.127,2039.0,2.262,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,27,25.0,512,8,8,3584,False,21.326847076416016,0.007289579747000307,987763968,939524096,90.369,2039.0,4.432,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,40,37.04,512,8,8,3584,False,15.28217601776123,0.00423716384285601,987763968,939524096,126.113,2039.0,6.185,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,54,50.0,512,8,8,3584,False,11.697152137756348,0.011049930913054444,987763968,939524096,164.766,2039.0,8.081,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,68,62.96,512,8,8,3584,False,9.653759956359863,0.005788730632755032,987763968,939524096,199.641,2039.0,9.791,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,81,75.0,512,8,8,3584,False,8.365055561065674,0.008821867942622144,987763968,939524096,230.398,2039.0,11.3,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,94,87.04,512,8,8,3584,False,7.561728000640869,0.00909776190881503,987763968,939524096,254.874,2039.0,12.5,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,16,108,100.0,512,8,8,3584,False,6.865407943725586,0.006552266641799064,987763968,939524096,280.724,2039.0,13.768,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,14,12.96,512,8,8,7168,False,83.38534164428711,0.013944758277468024,1975522560,1879048192,46.226,2039.0,2.267,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,27,25.0,512,8,8,7168,False,42.3741455078125,0.007552662471733494,1975522560,1879048192,90.965,2039.0,4.461,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,40,37.04,512,8,8,7168,False,30.203392028808594,0.004101824674201253,1975522560,1879048192,127.62,2039.0,6.259,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,54,50.0,512,8,8,7168,False,22.940159797668457,0.007935112291251337,1975522560,1879048192,168.027,2039.0,8.241,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,68,62.96,512,8,8,7168,False,18.82624053955078,0.00490973224785003,1975522560,1879048192,204.745,2039.0,10.041,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,81,75.0,512,8,8,7168,False,16.251904487609863,0.005546872417714446,1975522560,1879048192,237.177,2039.0,11.632,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,94,87.04,512,8,8,7168,False,14.692863941192627,0.007496936186200633,1975522560,1879048192,262.343,2039.0,12.866,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,4096,32,108,100.0,512,8,8,7168,False,13.343231678009033,0.009400664105092507,1975522560,1879048192,288.878,2039.0,14.168,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,14,12.96,512,16,16,224,False,8.009727954864502,0.017108987475971858,123480576,117440512,30.079,2039.0,1.475,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,27,25.0,512,16,16,224,False,7.84281587600708,0.02144267497559975,123480576,117440512,30.719,2039.0,1.507,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,40,37.04,512,16,16,224,False,7.8054399490356445,0.024049917094945573,123480576,117440512,30.866,2039.0,1.514,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,54,50.0,512,16,16,224,False,7.789056062698364,0.019885699522408554,123480576,117440512,30.931,2039.0,1.517,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,68,62.96,512,16,16,224,False,7.7557761669158936,0.03102867363591431,123480576,117440512,31.063,2039.0,1.523,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,81,75.0,512,16,16,224,False,7.759360074996948,0.03389374023795874,123480576,117440512,31.049,2039.0,1.523,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,94,87.04,512,16,16,224,False,7.8197760581970215,0.029474301467876267,123480576,117440512,30.809,2039.0,1.511,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,1,108,100.0,512,16,16,224,False,7.759872198104858,0.022595318576857846,123480576,117440512,31.047,2039.0,1.523,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,14,12.96,512,16,16,896,False,21.513728141784668,0.02972140149959869,493890048,469762048,44.792,2039.0,2.197,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,27,25.0,512,16,16,896,False,11.362304210662842,0.008026236995566836,493890048,469762048,84.811,2039.0,4.159,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,40,37.04,512,16,16,896,False,8.35686445236206,0.00814123296675036,493890048,469762048,115.313,2039.0,5.655,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,54,50.0,512,16,16,896,False,8.0414719581604,0.02980565552802458,493890048,469762048,119.835,2039.0,5.877,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,68,62.96,512,16,16,896,False,8.00716781616211,0.03024137233950836,493890048,469762048,120.349,2039.0,5.902,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,81,75.0,512,16,16,896,False,7.934463977813721,0.045164600188309215,493890048,469762048,121.451,2039.0,5.956,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,8192,4,94,87.04,512,16,16,896,False,8.016895771026611,0.026868802504134884,493890048,469762048,120.203,2039.0,5.895,True,ok
